symbol,name,country,ipo_year,sector,industry
LUMN,Lumen Technologies Inc. Common Stock,United States,,Telecommunications,Telecommunications Equipment
LUNG,Pulmonx Corporation Common Stock,United States,2020,Health Care,Medical/Dental Instruments
LUNR,Intuitive Machines Inc. Class A Common Stock,United States,2021,Industrials,Industrial Machinery/Components
LUNRW,Intuitive Machines Inc. Warrants,United States,2021,Industrials,Industrial Machinery/Components
LUV,Southwest Airlines Company Common Stock,United States,,Consumer Discretionary,Air Freight/Delivery Services
LVRO,Lavoro Limited Class A Ordinary Shares,Brazil,,Consumer Discretionary,Other Specialty Stores
LVS,Las Vegas Sands Corp. Common Stock,United States,2004,Consumer Discretionary,Hotels/Resorts
LVWR,LiveWire Group Inc. Common Stock,United States,2022,Consumer Discretionary,Motor Vehicles
LW,Lamb Weston Holdings Inc. Common Stock ,United States,2016,Consumer Staples,Packaged Foods
LWAY,Lifeway Foods Inc. Common Stock,United States,,Consumer Staples,Packaged Foods
LX,LexinFintech Holdings Ltd. American Depositary Shares,China,2017,Finance,Finance: Consumer Services
LXFR,Luxfer Holdings PLC Ordinary Shares,United Kingdom,2012,Industrials,Major Chemicals
LXP,LXP Industrial Trust Common Stock (Maryland REIT),United States,,Real Estate,Real Estate Investment Trusts
LXU,LSB Industries Inc. Common Stock,United States,2003,Industrials,Major Chemicals
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Netherlands,,Industrials,Major Chemicals
LYFT,Lyft Inc. Class A Common Stock,United States,2019,Consumer Discretionary,Business Services
LYG,Lloyds Banking Group Plc American Depositary Shares,United Kingdom,,Finance,Commercial Banks
LYTS,LSI Industries Inc. Common Stock,United States,1985,Consumer Discretionary,Building Products
LYV,Live Nation Entertainment Inc. Common Stock,United States,,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZ,LegalZoom.com Inc. Common Stock,United States,2021,Technology,EDP Services
LZB,La-Z-Boy Incorporated Common Stock,United States,,Consumer Discretionary,Home Furnishings
LZM,Lifezone Metals Limited Ordinary Shares,Isle of Man,,Basic Materials,Metal Mining
LZMH,LZ Technology Holdings Limited Class B Ordinary Shares,China,2025,Technology,EDP Services
M,Macy's Inc Common Stock,United States,,Consumer Discretionary,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,United States,2006,Consumer Discretionary,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,United States,1994,Real Estate,Real Estate Investment Trusts
MAC,Macerich Company (The) Common Stock,United States,1994,Real Estate,Real Estate Investment Trusts
MAG,MAG Silver Corporation Ordinary Shares,Canada,,Basic Materials,Precious Metals
MAGN,Magnera Corporation Common Stock,United States,2000,Basic Materials,Paper
MAIN,Main Street Capital Corporation Common Stock,United States,2007,Finance,Finance/Investors Services
MAN,ManpowerGroup Common Stock,United States,,Consumer Discretionary,Professional Services
MANH,Manhattan Associates Inc. Common Stock,United States,1998,Technology,Computer Software: Prepackaged Software
MANU,Manchester United Ltd. Class A Ordinary Shares,United Kingdom,2012,Consumer Discretionary,Services-Misc. Amusement & Recreation
MAR,Marriott International Class A Common Stock,United States,,Consumer Discretionary,Hotels/Resorts
MARA,MARA Holdings Inc. Common Stock,United States,,Technology,EDP Services
MAS,Masco Corporation Common Stock,United States,,Industrials,Industrial Specialties
MASI,Masimo Corporation Common Stock,United States,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MAT,Mattel Inc. Common Stock,United States,,Consumer Discretionary,Recreational Games/Products/Toys
MATV,Mativ Holdings Inc. Common Stock,United States,,Basic Materials,Paper
MATW,Matthews International Corporation Class A Common Stock,United States,1994,Telecommunications,Metal Fabrications
MATX,Matson Inc. Common Stock,United States,,Consumer Discretionary,Marine Transportation
MAX,MediaAlpha Inc. Class A Common Stock,United States,2020,Consumer Discretionary,Business Services
MAZE,Maze Therapeutics Inc. Common Stock,United States,2025,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBC,MasterBrand Inc. Common Stock,United States,2022,Consumer Discretionary,Home Furnishings
MBIN,Merchants Bancorp Common Stock,United States,2017,Finance,Major Banks
MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,United States,,Finance,Major Banks
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,United States,,Finance,Major Banks
MBLY,Mobileye Global Inc. Class A Common Stock,Israel,2022,Technology,Computer Software: Prepackaged Software
MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,United States,2019,Finance,Commercial Banks
MBUU,Malibu Boats Inc. Class A Common Stock,United States,2014,Industrials,Marine Transportation
MBWM,Mercantile Bank Corporation Common Stock,United States,1998,Finance,Major Banks
MBX,MBX Biosciences Inc. Common Stock,United States,2024,Health Care,Biotechnology: Pharmaceutical Preparations
MC,Moelis & Company Class A Common Stock,United States,2014,Finance,Investment Managers
MCB,Metropolitan Bank Holding Corp. Common Stock,United States,2017,Finance,Major Banks
MCBS,MetroCity Bankshares Inc. Common Stock,United States,2019,Finance,Major Banks
MCD,McDonald's Corporation Common Stock,United States,,Consumer Discretionary,Restaurants
MCHP,Microchip Technology Incorporated Common Stock,United States,1993,Technology,Semiconductors
MCI,Barings Corporate Investors Common Stock,United States,,Finance,Trusts Except Educational Religious and Charitable
MCK,McKesson Corporation Common Stock,United States,,Health Care,Other Pharmaceuticals
MCO,Moody's Corporation Common Stock,United States,,Finance,Finance: Consumer Services
MCRI,Monarch Casino & Resort Inc. Common Stock,United States,1993,Consumer Discretionary,Hotels/Resorts
MCS,Marcus Corporation (The) Common Stock,United States,,Consumer Discretionary,Movies/Entertainment
MCW,Mister Car Wash Inc. Common Stock,United States,,Consumer Discretionary,Automotive Aftermarket
MCY,Mercury General Corporation Common Stock,United States,,Finance,Property-Casualty Insurers
MD,Pediatrix Medical Group Inc. Common Stock,United States,,Health Care,Hospital/Nursing Management
MDB,MongoDB Inc. Class A Common Stock,United States,2017,Technology,Computer Software: Prepackaged Software
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,United States,2007,Health Care,Biotechnology: Pharmaceutical Preparations
MDLZ,Mondelez International Inc. Class A Common Stock,United States,,Consumer Staples,Packaged Foods
MDT,Medtronic plc. Ordinary Shares,United States,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. Common Stock (Holding Company),United States,,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDXG,MiMedx Group Inc Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
MEDP,Medpace Holdings Inc. Common Stock,United States,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEG,Montrose Environmental Group Inc. Common Stock,United States,2020,Consumer Discretionary,Professional Services
MEI,Methode Electronics Inc. Common Stock,United States,,Technology,Electrical Products
MELI,MercadoLibre Inc. Common Stock,Argentina,2007,Consumer Discretionary,Business Services
MEOH,Methanex Corporation Common Stock,Canada,,Industrials,Major Chemicals
MERC,Mercer International Inc. Common Stock,Canada,,Basic Materials,Paper
MESO,Mesoblast Limited American Depositary Shares,Australia,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MET,MetLife Inc. Common Stock,United States,2000,Finance,Life Insurance
META,Meta Platforms Inc. Class A Common Stock,United States,2012,Technology,Computer Software: Programming Data Processing
METC,Ramaco Resources Inc. Class A Common Stock,United States,2017,Energy,Coal Mining
METCB,Ramaco Resources Inc. Class B Common Stock,United States,,Energy,Coal Mining
METCL,Ramaco Resources Inc. 9.00% Senior Notes due 2026,United States,,Energy,Coal Mining
MFA,MFA Financial Inc.,United States,,Real Estate,Real Estate Investment Trusts
MFAN,MFA Financial Inc. 8.875% Senior Notes due 2029,United States,2024,Real Estate,Real Estate Investment Trusts
MFAO,MFA Financial Inc. 9.000% Senior Notes due 2029,United States,2024,Real Estate,Real Estate Investment Trusts
MFC,Manulife Financial Corporation Common Stock,Canada,,Finance,Life Insurance
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Japan,,Finance,Major Banks
MFH,Mercurity Fintech Holding Inc. Ordinary Shares,China,2015,Finance,Finance: Consumer Services
MFIC,MidCap Financial Investment Corporation Common Stock,United States,2004,Finance,Finance/Investors Services
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,United States,,Finance,Finance/Investors Services
MG,Mistras Group Inc Common Stock,United States,2009,Consumer Discretionary,Military/Government/Technical
MGA,Magna International Inc. Common Stock,Canada,,Consumer Discretionary,Auto Parts:O.E.M.
MGEE,MGE Energy Inc,United States,,Energy,Electric Utilities: Central
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Israel,1991,Technology,Computer Software: Prepackaged Software
MGM,MGM Resorts International Common Stock,United States,,Consumer Discretionary,Hotels/Resorts
MGNI,Magnite Inc. Common Stock,United States,,Technology,Computer Software: Programming Data Processing
MGPI,MGP Ingredients Inc.,United States,,Consumer Staples,Beverages (Production/Distribution)
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,United States,2019,Finance,Investment Managers
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,United States,2020,Finance,Investment Managers
MGRC,McGrath RentCorp Common Stock,United States,1984,Consumer Discretionary,Diversified Commercial Services
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,United States,2021,Finance,Investment Managers
MGTX,MeiraGTx Holdings plc Ordinary Shares,United States,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,United States,2017,Energy,Oil & Gas Production
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,United States,1997,Finance,Investment Bankers/Brokers/Service
MHK,Mohawk Industries Inc. Common Stock,United States,,Consumer Discretionary,Home Furnishings
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Bermuda,2016,Finance,Property-Casualty Insurers
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,United States,1997,Finance,Investment Bankers/Brokers/Service
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Bermuda,2013,Finance,Property-Casualty Insurers
MHO,M/I Homes Inc. Common Stock,United States,1993,Consumer Discretionary,Homebuilding
MIDD,Middleby Corporation (The) Common Stock,United States,,Industrials,Industrial Machinery/Components
MIN,MFS Intermediate Income Trust Common Stock,United States,1988,Finance,Trusts Except Educational Religious and Charitable
MIR,Mirion Technologies Inc. Class A Common Stock,United States,2020,Industrials,Industrial Machinery/Components
MIRM,Mirum Pharmaceuticals Inc. Common Stock,United States,2019,Health Care,Biotechnology: Pharmaceutical Preparations
MITK,Mitek Systems Inc. Common Stock,United States,,Technology,Computer peripheral equipment
MITN,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,United States,2024,Real Estate,Real Estate Investment Trusts
MITP,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,United States,2024,Real Estate,Real Estate Investment Trusts
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,United States,1992,Finance,Investment Bankers/Brokers/Service
MKC,McCormick & Company Incorporated Common Stock,United States,,Consumer Staples,Packaged Foods
MKL,Markel Group Inc. Common Stock,United States,1986,Finance,Property-Casualty Insurers
MKSI,MKS Instruments Inc. Common Stock,United States,1999,Industrials,Industrial Machinery/Components
MKTX,MarketAxess Holdings Inc. Common Stock,United States,2004,Finance,Investment Bankers/Brokers/Service
ML,MoneyLion Inc. Class A Common Stock,United States,2020,Finance,Finance: Consumer Services
MLAB,Mesa Laboratories Inc. Common Stock,United States,,Industrials,Industrial Machinery/Components
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Hong Kong,2006,Consumer Discretionary,Hotels/Resorts
MLI,Mueller Industries Inc. Common Stock,United States,,Industrials,Metal Fabrications
MLKN,MillerKnoll Inc. Common Stock,United States,,Consumer Discretionary,Office Equipment/Supplies/Services
MLM,Martin Marietta Materials Inc. Common Stock,United States,1994,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLNK,MeridianLink Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
MLP,Maui Land & Pineapple Company Inc. Common Stock,United States,1998,Finance,Real Estate
MLR,Miller Industries Inc. Common Stock,United States,,Consumer Discretionary,Construction/Ag Equipment/Trucks
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
MLYS,Mineralys Therapeutics Inc. Common Stock,United States,2023,Health Care,Biotechnology: Pharmaceutical Preparations
MMC,Marsh & McLennan Companies Inc. Common Stock,United States,,Finance,Specialty Insurers
MMI,Marcus & Millichap Inc. Common Stock,United States,2013,Finance,Real Estate
